mode,task,filter,noise,optimizer,seed,steps,lr,t_eps,final_grad_norm_sq,final_loss,holdout_metric,elapsed_s
buffer,quadratic,F2,N4,sgd,4,2000,0.01,-1,3.909134814389031,0.3242573973767372,0.5608005822951908,6.7311617550003575
buffer,quadratic,F2,N4,adam,0,2000,0.01,-1,47.325227534362384,2.6297929600805094,0.8794704059796442,6.707488938998722
buffer,quadratic,F2,N4,adam,1,2000,0.01,-1,125.95015248069063,6.803137682221425,1.2773130412564573,6.715133857003821
buffer,quadratic,F2,N4,adam,2,2000,0.01,-1,37.01216185007216,3.871027813988837,1.7909090674481687,4.143329892998736
buffer,quadratic,F2,N4,adam,3,2000,0.01,-1,22.276795737586653,1.7954013094454968,0.9727881786614501,4.03087992699875
buffer,quadratic,F2,N4,adam,4,2000,0.01,-1,30.68448742882305,2.091213530391365,0.9299192215776125,6.694951598998159
buffer,quadratic,F2,N4,adamw,0,2000,0.01,-1,47.39849798485495,2.6340006965543767,0.8800208941007946,6.70563172299444
buffer,quadratic,F2,N4,adamw,1,2000,0.01,-1,125.96306680060704,6.803845819178522,1.2773765550214973,6.953407289001916
buffer,quadratic,F2,N4,adamw,2,2000,0.01,-1,36.999741667802176,3.8700923838663797,1.7907309901429251,3.9709174829986296
buffer,quadratic,F2,N4,adamw,3,2000,0.01,-1,22.21939651325717,1.791887895800243,0.9724999065402196,3.976446966000367
buffer,quadratic,F2,N4,adamw,4,2000,0.01,-1,30.68778148024437,2.0913017771563114,0.9298737402930429,4.10873907799396
buffer,quadratic,F3,N1,sgd,0,2000,0.01,-1,0.20776230141866706,-0.14705654004726657,0.15026893960038604,9.124102489004144
buffer,quadratic,F3,N1,sgd,1,2000,0.01,-1,0.11333023992518956,-0.043815256806306824,0.13458530253903034,14.644204177006031
buffer,quadratic,F3,N1,sgd,2,2000,0.01,-1,0.3743370735981532,-0.06885560561243462,0.20215496094185723,15.297844161003013
buffer,quadratic,F3,N1,sgd,3,2000,0.01,-1,0.15170940656380777,-0.03123365217391813,0.13045944924254213,15.302478803001577
